DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
12-May-2023,EQ,"2,594.00","2,640.00","2,586.40","2,592.40","2,619.05","2,623.40","2,621.43","2,741.60","2,100.00",2170011,"5,68,85,30,941.25",150578
11-May-2023,EQ,"2,536.95","2,599.00","2,523.60","2,522.70","2,590.00","2,592.40","2,566.19","2,741.60","2,100.00",1749356,"4,48,91,71,358.20",106466
10-May-2023,EQ,"2,521.00","2,535.00","2,505.85","2,515.80","2,518.30","2,522.70","2,524.64","2,741.60","2,100.00",2025658,"5,11,40,64,638.75",90860
09-May-2023,EQ,"2,525.00","2,525.00","2,500.05","2,516.30","2,514.00","2,515.80","2,510.45","2,741.60","2,100.00",1651327,"4,14,55,81,417.15",83682
08-May-2023,EQ,"2,505.75","2,526.85","2,497.15","2,500.75","2,516.95","2,516.30","2,516.56","2,741.60","2,100.00",972810,"2,44,81,31,241.50",72102
05-May-2023,EQ,"2,500.00","2,520.00","2,494.70","2,506.75","2,501.20","2,500.75","2,506.34","2,741.60","2,100.00",1354871,"3,39,57,66,308.10",115127
04-May-2023,EQ,"2,486.95","2,509.35","2,480.15","2,486.00","2,502.50","2,506.75","2,496.17","2,741.60","2,100.00",1150227,"2,87,11,61,275.30",120976
03-May-2023,EQ,"2,456.95","2,490.00","2,452.65","2,451.70","2,485.20","2,486.00","2,478.84","2,741.60","2,100.00",1258140,"3,11,87,30,037.90",79036
02-May-2023,EQ,"2,471.80","2,478.00","2,450.00","2,457.30","2,450.90","2,451.70","2,459.83","2,741.60","2,100.00",1760370,"4,33,02,19,495.00",107548
28-Apr-2023,EQ,"2,436.05","2,467.80","2,419.00","2,468.95","2,458.00","2,457.30","2,437.60","2,741.60","2,047.00",3761927,"9,17,00,72,491.45",167242
27-Apr-2023,EQ,"2,513.95","2,522.00","2,457.00","2,510.80","2,469.00","2,468.95","2,475.66","2,741.60","2,047.00",2743893,"6,79,29,41,414.45",166075
26-Apr-2023,EQ,"2,490.00","2,518.00","2,482.20","2,490.45","2,514.95","2,510.80","2,501.52","2,741.60","2,047.00",1245903,"3,11,66,47,281.95",64383
25-Apr-2023,EQ,"2,490.85","2,499.75","2,478.05","2,499.75","2,489.00","2,490.45","2,487.49","2,741.60","2,047.00",1701098,"4,23,14,71,669.80",87717
24-Apr-2023,EQ,"2,502.00","2,504.90","2,475.10","2,497.95","2,500.60","2,499.75","2,489.60","2,741.60","2,047.00",1735797,"4,32,14,38,862.05",71482
21-Apr-2023,EQ,"2,492.00","2,509.50","2,485.65","2,492.60","2,499.85","2,497.95","2,495.33","2,741.60","2,047.00",1206288,"3,01,00,85,613.00",83359
20-Apr-2023,EQ,"2,517.80","2,532.40","2,480.00","2,531.60","2,493.15","2,492.60","2,500.80","2,741.60","2,047.00",1401364,"3,50,45,24,469.00",72949
19-Apr-2023,EQ,"2,548.00","2,548.00","2,510.25","2,541.05","2,523.50","2,531.60","2,525.19","2,741.60","2,047.00",1320243,"3,33,38,69,919.70",65279
18-Apr-2023,EQ,"2,560.00","2,560.00","2,530.00","2,551.85","2,538.25","2,541.05","2,542.15","2,741.60","2,047.00",1474786,"3,74,91,30,497.60",84791
17-Apr-2023,EQ,"2,573.00","2,579.00","2,541.40","2,536.20","2,555.50","2,551.85","2,557.27","2,741.60","2,047.00",1566977,"4,00,71,82,805.45",91781
13-Apr-2023,EQ,"2,525.00","2,562.35","2,525.00","2,528.95","2,535.40","2,536.20","2,541.30","2,741.60","2,047.00",1261711,"3,20,63,88,025.70",78639
12-Apr-2023,EQ,"2,556.00","2,556.00","2,518.65","2,547.75","2,528.10","2,528.95","2,529.02","2,741.60","2,047.00",1109809,"2,80,67,27,413.05",92129
11-Apr-2023,EQ,"2,540.00","2,555.00","2,533.00","2,532.15","2,546.00","2,547.75","2,543.09","2,741.60","2,047.00",913184,"2,32,23,10,096.45",68971
10-Apr-2023,EQ,"2,565.25","2,568.95","2,525.00","2,565.25","2,527.80","2,532.15","2,546.59","2,741.60","2,047.00",853322,"2,17,30,57,800.05",36659
06-Apr-2023,EQ,"2,575.00","2,585.00","2,553.00","2,582.75","2,564.00","2,565.25","2,567.62","2,741.60","2,047.00",797414,"2,04,74,58,431.45",51787
05-Apr-2023,EQ,"2,512.50","2,588.55","2,502.00","2,536.10","2,584.00","2,582.75","2,554.88","2,741.60","2,047.00",1489612,"3,80,57,85,771.30",77776
03-Apr-2023,EQ,"2,570.00","2,570.00","2,515.05","2,560.35","2,535.00","2,536.10","2,531.20","2,741.60","2,047.00",918048,"2,32,37,61,361.80",92564
31-Mar-2023,EQ,"2,558.80","2,568.45","2,516.55","2,530.85","2,560.00","2,560.35","2,548.07","2,741.60","1,931.30",2146167,"5,46,85,90,097.90",153560
29-Mar-2023,EQ,"2,485.00","2,539.80","2,480.05","2,482.80","2,532.15","2,530.85","2,513.62","2,741.60","1,931.30",2613254,"6,56,87,29,600.40",123198
28-Mar-2023,EQ,"2,509.80","2,513.50","2,471.90","2,499.00","2,476.00","2,482.80","2,491.63","2,741.60","1,931.30",1412387,"3,51,91,51,667.90",60042
27-Mar-2023,EQ,"2,485.00","2,505.00","2,464.00","2,480.80","2,490.80","2,499.00","2,491.61","2,741.60","1,931.30",1387736,"3,45,76,96,951.15",65834
24-Mar-2023,EQ,"2,472.20","2,497.90","2,470.00","2,485.10","2,483.00","2,480.80","2,483.09","2,741.60","1,931.30",1449326,"3,59,88,08,934.35",55243
23-Mar-2023,EQ,"2,475.00","2,500.05","2,466.00","2,476.35","2,488.00","2,485.10","2,485.62","2,741.60","1,931.30",1578627,"3,92,38,66,617.10",77464
22-Mar-2023,EQ,"2,472.60","2,481.40","2,454.40","2,462.60","2,475.05","2,476.35","2,468.11","2,741.60","1,931.30",1063244,"2,62,42,02,747.00",58414
21-Mar-2023,EQ,"2,515.00","2,523.25","2,458.75","2,511.20","2,464.00","2,462.60","2,486.91","2,741.60","1,931.30",1595161,"3,96,70,16,170.30",90098
20-Mar-2023,EQ,"2,447.40","2,516.65","2,425.00","2,447.40","2,508.90","2,511.20","2,480.06","2,741.60","1,931.30",1561128,"3,87,16,90,543.00",100432
17-Mar-2023,EQ,"2,471.65","2,483.20","2,439.80","2,459.35","2,454.95","2,447.40","2,452.96","2,741.60","1,931.30",2127178,"5,21,78,75,153.85",94990
16-Mar-2023,EQ,"2,424.95","2,469.30","2,407.75","2,406.10","2,465.00","2,459.35","2,448.65","2,741.60","1,931.30",1628035,"3,98,64,89,401.05",109665
15-Mar-2023,EQ,"2,451.90","2,459.50","2,393.00","2,442.45","2,406.95","2,406.10","2,411.58","2,741.60","1,931.30",1738040,"4,19,14,29,155.50",162260
14-Mar-2023,EQ,"2,462.00","2,472.00","2,439.75","2,455.10","2,444.00","2,442.45","2,452.43","2,741.60","1,931.30",1250763,"3,06,74,03,667.15",59372
13-Mar-2023,EQ,"2,466.00","2,488.50","2,445.00","2,465.45","2,454.90","2,455.10","2,461.28","2,741.60","1,931.30",1314549,"3,23,54,71,319.15",63432
10-Mar-2023,EQ,"2,450.00","2,470.50","2,445.10","2,461.40","2,461.65","2,465.45","2,461.96","2,741.60","1,901.55",772024,"1,90,06,91,642.90",68390
09-Mar-2023,EQ,"2,484.85","2,491.95","2,456.90","2,485.10","2,460.80","2,461.40","2,465.22","2,741.60","1,901.55",1038910,"2,56,11,45,825.85",59393
08-Mar-2023,EQ,"2,487.00","2,501.40","2,467.20","2,484.85","2,480.00","2,485.10","2,488.00","2,741.60","1,901.55",1448340,"3,60,34,64,645.25",78917
06-Mar-2023,EQ,"2,481.95","2,498.85","2,475.60","2,471.00","2,486.00","2,484.85","2,486.99","2,741.60","1,901.55",1214503,"3,02,04,51,109.30",41492
03-Mar-2023,EQ,"2,466.00","2,489.90","2,455.65","2,455.35","2,470.50","2,471.00","2,473.33","2,741.60","1,901.55",1176008,"2,90,86,56,103.10",68037
02-Mar-2023,EQ,"2,466.25","2,470.00","2,444.00","2,466.25","2,459.95","2,455.35","2,452.13","2,741.60","1,901.55",827174,"2,02,83,36,842.25",78026
01-Mar-2023,EQ,"2,458.00","2,470.00","2,448.00","2,460.65","2,464.00","2,466.25","2,461.63","2,741.60","1,901.55",967339,"2,38,12,31,435.00",80990
28-Feb-2023,EQ,"2,469.75","2,474.35","2,435.65","2,468.15","2,458.15","2,460.65","2,454.60","2,741.60","1,901.55",1780454,"4,37,02,94,392.75",77512
27-Feb-2023,EQ,"2,487.00","2,487.00","2,456.00","2,484.20","2,468.00","2,468.15","2,469.90","2,741.60","1,901.55",853991,"2,10,92,73,803.85",71873
24-Feb-2023,EQ,"2,492.20","2,511.25","2,471.95","2,490.65","2,484.00","2,484.20","2,488.91","2,741.60","1,901.55",732783,"1,82,38,32,117.95",45615
23-Feb-2023,EQ,"2,492.00","2,515.90","2,480.10","2,494.05","2,490.25","2,490.65","2,498.43","2,741.60","1,901.55",757215,"1,89,18,50,688.70",72488
22-Feb-2023,EQ,"2,516.15","2,523.55","2,482.75","2,516.15","2,494.00","2,494.05","2,495.22","2,741.60","1,901.55",885515,"2,20,95,53,235.80",55437
21-Feb-2023,EQ,"2,528.00","2,543.95","2,512.30","2,511.45","2,517.00","2,516.15","2,524.10","2,741.60","1,901.55",862797,"2,17,77,86,404.70",60088
20-Feb-2023,EQ,"2,518.00","2,543.00","2,508.20","2,515.50","2,511.75","2,511.45","2,521.69","2,741.60","1,901.55",632091,"1,59,39,34,612.35",50793
17-Feb-2023,EQ,"2,525.00","2,546.25","2,506.90","2,527.10","2,515.00","2,515.50","2,517.36","2,741.60","1,901.55",1395341,"3,51,25,77,165.90",94613
16-Feb-2023,EQ,"2,560.00","2,561.90","2,522.85","2,548.45","2,527.80","2,527.10","2,533.92","2,741.60","1,901.55",1982857,"5,02,44,03,488.35",140263
15-Feb-2023,EQ,"2,550.00","2,571.80","2,537.00","2,579.60","2,548.00","2,548.45","2,547.17","2,741.60","1,901.55",2009134,"5,11,76,02,318.90",84380
14-Feb-2023,EQ,"2,585.00","2,602.00","2,570.20","2,581.00","2,577.55","2,579.60","2,587.94","2,741.60","1,901.55",1944364,"5,03,19,06,253.35",91466
13-Feb-2023,EQ,"2,560.00","2,590.75","2,550.00","2,577.50","2,576.05","2,581.00","2,574.16","2,741.60","1,901.55",1146525,"2,95,13,39,887.40",73033
10-Feb-2023,EQ,"2,585.00","2,586.65","2,555.35","2,586.70","2,575.00","2,577.50","2,568.70","2,741.60","1,901.55",1523011,"3,91,21,50,918.65",117066
09-Feb-2023,EQ,"2,587.00","2,599.90","2,566.00","2,582.80","2,588.60","2,586.70","2,585.29","2,741.60","1,901.55",1102484,"2,85,02,41,407.15",64253
08-Feb-2023,EQ,"2,592.70","2,607.50","2,578.35","2,601.20","2,583.00","2,582.80","2,588.60","2,741.60","1,901.55",1061956,"2,74,89,75,562.05",70690
07-Feb-2023,EQ,"2,645.00","2,645.55","2,595.30","2,637.60","2,597.00","2,601.20","2,610.48","2,741.60","1,901.55",1495745,"3,90,46,18,265.20",108676
06-Feb-2023,EQ,"2,631.00","2,645.00","2,599.75","2,648.75","2,640.00","2,637.60","2,615.67","2,741.60","1,901.55",1697446,"4,43,99,61,370.70",114120
03-Feb-2023,EQ,"2,640.00","2,657.45","2,631.15","2,634.85","2,643.35","2,648.75","2,640.92","2,741.60","1,901.55",1638238,"4,32,64,62,729.65",85326
02-Feb-2023,EQ,"2,569.50","2,639.75","2,563.00","2,574.25","2,630.05","2,634.85","2,611.74","2,741.60","1,901.55",1980667,"5,17,29,81,190.80",134019
01-Feb-2023,EQ,"2,600.20","2,603.00","2,546.85","2,576.75","2,572.85","2,574.25","2,579.88","2,741.60","1,901.55",2014615,"5,19,74,72,230.70",143472
31-Jan-2023,EQ,"2,568.00","2,590.20","2,541.20","2,568.15","2,576.65","2,576.75","2,564.72","2,741.60","1,901.55",2366794,"6,07,01,71,128.15",152862
30-Jan-2023,EQ,"2,610.00","2,610.00","2,530.20","2,612.15","2,572.90","2,568.15","2,554.73","2,741.60","1,901.55",2744039,"7,01,02,88,838.05",160008
27-Jan-2023,EQ,"2,635.50","2,646.55","2,578.20","2,622.35","2,607.55","2,612.15","2,600.56","2,741.60","1,901.55",1581382,"4,11,24,82,858.10",130908
25-Jan-2023,EQ,"2,600.50","2,642.00","2,594.00","2,600.50","2,630.00","2,622.35","2,621.54","2,741.60","1,901.55",1591810,"4,17,29,89,143.80",96835
24-Jan-2023,EQ,"2,604.00","2,610.00","2,580.80","2,596.40","2,594.70","2,600.50","2,598.06","2,741.60","1,901.55",1462462,"3,79,95,57,675.80",93125
23-Jan-2023,EQ,"2,560.00","2,604.00","2,552.00","2,548.75","2,595.70","2,596.40","2,585.75","2,741.60","1,901.55",1388360,"3,58,99,56,017.45",95711
20-Jan-2023,EQ,"2,550.00","2,605.00","2,536.05","2,649.75","2,550.00","2,548.75","2,565.58","2,741.60","1,901.55",4569549,"11,72,35,36,241.85",209455
19-Jan-2023,EQ,"2,670.10","2,679.30","2,611.90","2,686.20","2,643.05","2,649.75","2,639.52","2,741.60","1,901.55",1649842,"4,35,47,84,861.55",97437
18-Jan-2023,EQ,"2,668.00","2,693.50","2,660.00","2,667.55","2,684.00","2,686.20","2,682.99","2,741.60","1,901.55",2038075,"5,46,81,40,246.95",105363
17-Jan-2023,EQ,"2,605.45","2,675.00","2,601.80","2,597.10","2,668.00","2,667.55","2,655.63","2,741.60","1,901.55",1892865,"5,02,67,48,839.20",127944
16-Jan-2023,EQ,"2,627.95","2,627.95","2,584.00","2,624.00","2,601.00","2,597.10","2,601.44","2,741.60","1,901.55",930068,"2,41,95,12,759.55",82869
13-Jan-2023,EQ,"2,590.20","2,639.25","2,566.65","2,590.05","2,620.60","2,624.00","2,615.01","2,741.60","1,901.55",1348015,"3,52,50,75,698.45",114021
12-Jan-2023,EQ,"2,586.10","2,602.60","2,572.75","2,593.25","2,583.05","2,590.05","2,584.88","2,741.60","1,901.55",1703829,"4,40,41,90,179.20",87992
11-Jan-2023,EQ,"2,644.00","2,647.85","2,588.10","2,643.85","2,592.30","2,593.25","2,602.76","2,741.60","1,901.55",1471687,"3,83,04,41,708.95",103493
10-Jan-2023,EQ,"2,624.05","2,653.35","2,615.10","2,624.05","2,637.85","2,643.85","2,638.34","2,741.60","1,901.55",1413088,"3,72,82,01,168.65",96798
09-Jan-2023,EQ,"2,589.35","2,629.45","2,570.00","2,576.45","2,620.55","2,624.05","2,608.29","2,741.60","1,901.55",1267078,"3,30,49,06,650.05",99687
06-Jan-2023,EQ,"2,580.00","2,611.90","2,574.90","2,583.70","2,579.80","2,576.45","2,588.32","2,741.60","1,901.55",991782,"2,56,70,47,566.00",84390
05-Jan-2023,EQ,"2,537.55","2,591.95","2,537.50","2,536.10","2,585.75","2,583.70","2,569.64","2,741.60","1,901.55",2008493,"5,16,10,96,029.45",120887
04-Jan-2023,EQ,"2,550.50","2,558.40","2,527.05","2,542.05","2,532.50","2,536.10","2,537.48","2,741.60","1,901.55",1672649,"4,24,43,14,736.40",73625
03-Jan-2023,EQ,"2,550.05","2,562.00","2,535.00","2,558.40","2,543.50","2,542.05","2,546.07","2,741.60","1,901.55",821843,"2,09,24,73,388.50",60502
02-Jan-2023,EQ,"2,573.90","2,580.05","2,538.05","2,561.05","2,556.25","2,558.40","2,555.10","2,741.60","1,901.55",681703,"1,74,18,16,989.15",48706
